test_name,test_status,test_result
pardfi_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
pardfi_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
pardfi_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
pardfi_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
pardfi_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_user_defined,PASS,PASS
parmcmisc_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmisc_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
pardfi_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
parmcmse_parmcmse_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmemsram_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmemsram_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmemsram_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmcmse_atspeed_edt_edt_low_internal_serial_scan,PASS,PASS
parmemphy_ijtag_basic_tap_tests_rw_access,FAIL,"Fail, RequiredText not found"
parmcmse_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmcmse_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmcmisc_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
parmcmse_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmcmse_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmemsram_parmemsram_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmemsram_ijtag_basic_tap_tests_rw_access,PASS,PASS
parmcmse_ijtag_basic_tap_tests_user_defined,FAIL,"Fail, RequiredText not found"
parmcmisc_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
parmcmse_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
parmemsram_ijtag_basic_tap_tests_tlr_reset,PASS,PASS
parmemphy_ijtag_basic_tap_tests_tlr_reset,FAIL,"Fail, RequiredText not found"
pardfi_ijtag_basic_tap_tests_tlr_reset,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_scan,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_chain,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_serial_scan,PASS,PASS
parmccore_stuckat_edt_bypass_low_internal_burnin_togcnt_cap_off,PASS,PASS
parmccore_stuckat_edt_edt_low_internal_serial_chain,PASS,PASS
parmccore_parmccore_ub_i_ult_scan_ctlr_stuckat_edt_bypass_low_internal_scandump,PASS,PASS
parmccore_ijtag_basic_tap_tests_rw_access,PASS,PASS
memstack_ijtag_basic_tap_tests_user_defined,FAIL,"Fail, RequiredText not found"
memstack_ijtag_basic_tap_tests_rw_access,FAIL,Error between simulated and expected patterns
parmccore_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
mc_cluster_ijtag_basic_tap_tests_tlr_reset,FAIL,Error between simulated and expected patterns
